微博id,uni_id,url,主页,发布时间,国家,城市,微博bid,微博作者,微博内容,性别,情感倾向,点赞数,爬取时间,用户关注数,用户简介,省份,粉丝数,评论数,转发数
6042105169.0,,https://m.weibo.cn/detail/P8cq61vHZ,https://m.weibo.cn/u/7734995295?,2025-01-05 19:49:57,中国,北京,P8cq61vHZ,明星叭叭叭,任鲁豫和王冰冰在哈尔滨冰雪大世界留下了美好回忆，2024年他们依旧努力前行。 刚刚的萌宠的微博视频 ,f,0.9999960068814424,0.0,2025-01-05 20:39:56,1469.0,开心常驻.,北京,3.9万,0.0,0.0
6005936383.0,P6ZGx37qA,https://m.weibo.cn/detail/P6ZGx37qA,https://m.weibo.cn/u/5675064186?,2024-12-28 21:34:26,中国,南京,,Lidaren初见ZZ,和王冰冰天天吃火鸡面 ,f,0.9748840559024632,1.0,2025-01-05 20:39:56,388.0,傻瓜，我们都一样，被生活伤了又伤。,江苏,44,5.0,0.0
6042105350.0,,https://m.weibo.cn/detail/P7ZHQxef7,https://m.weibo.cn/u/7765115081?,2025-01-04 11:27:58,中国,北京,P7ZHQxef7,桔子味的汽水熊,王冰冰 头越大，越容易冷 Jaysonicy的微博视频 ,m,0.6387946006794354,15.0,2025-01-05 20:39:56,27.0,全球各类最新游戏信息视频,北京,3,2.0,0.0
6085757586.0,,https://m.weibo.cn/detail/P84w1x92t,https://m.weibo.cn/u/1728875812?,2025-01-04 23:42:35,中国,北京,P84w1x92t,是瓜瓜蛙,#新年送你一套小红花# 知道宝子们已经等不及啦出发！尔滨，我们来啦戳👇1月5日13：00锁定《说走就走•哈尔滨｜冰天雪地任逍遥》直播间，我们哥俩带宝子们一起跟随央视总台主持人王冰冰@吃花椒的喵酱 和任鲁豫@任鲁豫 ，走进哈尔滨冰雪大世界，见证在冰雪世界里的温暖奇迹，解锁海尔 ...全文,m,0.9989494273627648,176.0,2025-01-05 20:39:56,1748.0,在这里，你将认识一个不一样的海尔！,北京,294.1万,44.0,107.0
6085757642.0,,https://m.weibo.cn/detail/P87qlCtiS,https://m.weibo.cn/u/1799906660?,2025-01-05 07:06:51,中国,北京,P87qlCtiS,达人秀馆,王冰冰#王冰冰#  浅喜似苍狗，深爱如长风。 ,f,0.2161698544863954,114.0,2025-01-05 20:39:56,478.0,随心所欲,北京,1.9万,10.0,0.0
6090644783.0,,https://m.weibo.cn/detail/P84w1psGt,https://m.weibo.cn/u/7908400955?,2025-01-04 23:42:35,中国,北京,P84w1psGt,娱乐星闻不N机,王冰冰 一个被过度捧红的ip。 ,f,0.2105111615576588,0.0,2025-01-05 20:39:56,76.0,欣商业创始人，牧羊少女创始人，证券大v。  电影频道，音乐合伙，蓝标公关，商业主编，海外金融女主播，律所高管，多年创业合伙经验，养生中医日常。,北京,4332,0.0,0.0
6179910614.0,,https://m.weibo.cn/detail/P88XRsb7Q,https://m.weibo.cn/u/6179910614?,2025-01-05 11:02:10,中国,北京,P88XRsb7Q,娱乐圈的记录员,#王冰冰# #青年大学习# 娱乐圈的记录员的微博视频 ,m,0.1335115810233781,0.0,2025-01-05 20:39:56,101.0,明星热点、周边采访,北京,20.1万,0.0,0.0
6183820831.0,,https://m.weibo.cn/detail/P8cua4L0x,https://m.weibo.cn/u/7948493094?,2025-01-05 19:59:57,中国,北京,P8cua4L0x,满屏都是大长腿,王冰冰 来自主持人多肉沫沫的返图 ,m,0.1108094703493491,15.0,2025-01-05 20:39:56,6.0,都给我回归好吗？！！！！,北京,11,3.0,0.0
6183820851.0,,https://m.weibo.cn/detail/P7Vv75wKt,https://m.weibo.cn/u/7498786940?,2025-01-04 00:45:37,中国,北京,P7Vv75wKt,八卦工厂,李沁确认出席微博之夜。  王冰冰被退回来了，现在主持吉林卫节目了。  现在赵露思的一些待拍资源都给到了虞书欣。  昕昕要好事将近了，连婚房都已经买好了在装修。  杨紫和李现的《国色芳华》7号先网播，9号会上星湖南卫视。  鹿晗已经帮高瀚宇接到两个影视剧资源了，他还是比较用心的。  韬韬已经和车 ...全文,f,0.0296222322611681,107.0,2025-01-05 20:39:56,2788.0,欢迎投稿，图文如有侵权请私信删除，谢谢,北京,42.1万,2.0,1.0
6183821474.0,,https://m.weibo.cn/detail/P87qanKDd,https://m.weibo.cn/u/6085757642?,2025-01-05 07:06:24,中国,北京,P87qanKDd,娱乐正追踪,#央young之夏# #王冰冰# 准备了什么节目？剧透来啦！#撒贝宁小尼# 跨服聊天揭秘 达人秀馆的微博视频 ,m,0.1980772050455964,0.0,2025-01-05 20:39:56,298.0,明星的各种综艺节目，各种八卦，我们唠起来~,北京,21.4万,0.0,0.0
6216754384.0,,https://m.weibo.cn/detail/P7YtvFCGm,https://m.weibo.cn/u/6183821474?,2025-01-04 08:19:55,中国,北京,P7YtvFCGm,综艺大杂烩,#央young之夏# 彩排现场，#王冰冰# 和海阳用东北话对话，是不是有小品的感觉了！ 娱乐正追踪的微博视频 ,m,0.2040635850423324,0.0,2025-01-05 20:39:56,87.0,微博搞笑视频自媒体,北京,20.8万,0.0,0.0
6293327984.0,,https://m.weibo.cn/detail/P8b6cnSg1,https://m.weibo.cn/u/1799906660?,2025-01-05 16:28:12,中国,北京,P8b6cnSg1,男女那么些事,王冰冰#王冰冰#  如果你突然打了个喷嚏， 那一定就是我在想你。 ,f,0.0352723818282926,95.0,2025-01-05 20:39:56,478.0,随心所欲,北京,1.9万,14.0,1.0
6325535696.0,,https://m.weibo.cn/detail/P80iOF5Ip,https://m.weibo.cn/u/6364914257?,2025-01-04 12:59:04,中国,宁波,P80iOF5Ip,追星娱综,王冰冰  断签无数次之后终于又30天啦 ,f,0.0427467774273028,4.0,2025-01-05 20:39:56,55.0,永远18,浙江,98,4.0,1.0
6364914257.0,,https://m.weibo.cn/detail/P85xkhSOT,https://m.weibo.cn/u/2719690694?,2025-01-05 02:18:32,中国,安阳,P85xkhSOT,王冰冰今天吃火锅了嘛,王冰冰 近距离看冰冰·吉林春晚录制 来自小红📖用户Yuan. 吃花蜜的喵酱的微博视频 ,m,0.3994832223943499,228.0,2025-01-05 20:39:56,132.0,永远18,河南,6.7万,58.0,11.0
6477227435.0,,https://m.weibo.cn/detail/P7VWe6yEM,https://m.weibo.cn/u/5213435830?,2025-01-04 01:52:25,中国,益阳,P7VWe6yEM,雾碎蝶,王冰冰 1500天咯 ,m,0.0216840654854605,5.0,2025-01-05 20:39:56,476.0,笑忘人间的苦痛只有甜美🥕,湖南,1853,6.0,1.0
7051923132.0,,https://m.weibo.cn/detail/P80CEs9si,https://m.weibo.cn/u/6085757586?,2025-01-04 13:47:56,中国,保定,P80CEs9si,追星综娱,《今人不见古时玥》花絮：王冰冰与鲁照华的闺蜜欢乐时光。 是瓜瓜蛙的微博视频 ,m,0.999293642120154,2.0,2025-01-05 20:39:56,262.0,国内外明星的综合类搞笑视频,河北,45.9万,1.0,0.0
7169517936.0,,https://m.weibo.cn/detail/P7Xkjie7d,https://m.weibo.cn/u/6090644783?,2025-01-04 05:24:30,中国,杭州,P7Xkjie7d,娱乐兜兜屋,吃货冰冰，#笑容最治愈的女孩# #清纯甜美#。我喜欢的女孩，王冰冰。 娱乐星闻不N机的微博视频 ,m,0.3271411188078788,0.0,2025-01-05 20:39:56,189.0,明星艺人的相关火爆视频等你来看,浙江,43.4万,1.0,0.0
7211561239.0,P6u2f36bE,https://m.weibo.cn/detail/P6u2f36bE,https://m.weibo.cn/u/1799906660?,2024-12-25 13:00:01,中国,北京,P89JRDPrA,央视频,王冰冰#王冰冰#  你在身边就是缘，缘分写在三生石上面。 ,f,0.7148660027244742,105.0,2025-01-05 20:39:56,478.0,随心所欲,北京,1.9万,11.0,0.0
5420376009.0,,https://m.weibo.cn/detail/P7M2NkECn,https://m.weibo.cn/u/5264549724?,2025-01-03 00:41:08,中国,深圳,P7M2NkECn,羽星幻,央视推荐的40本书，认真看完脱胎换骨！看图5 免费领取电子书 ,f,0.9334266444746312,0.0,2025-01-05 20:39:56,1272.0,候鸟飞回，疲倦的人回家用书治愈自己。,广东,86.4万,1.0,2.0
3844400647.0,,https://m.weibo.cn/detail/P7ZT4rpmf,https://m.weibo.cn/u/5974517769?,2025-01-04 11:55:37,中国,苏州,P7ZT4rpmf,sym诗宇末,迷塔罗的一段时间吧。经常跟几个附近的塔罗师打交道。不知不觉对方就带出了：女孩子一般来算桃花的多，男生的话很少有，基本都是算事业的。  开始的时候我是有种莫名其妙的羞愧，觉得好像女孩子满心满眼都是恋爱，不放在正事上。  后来给舍友摆牌阵的时候，另一个看热闹的说了句，为什么算桃花不算学业 ...全文,f,0.9999979883741916,0.0,2025-01-05 20:39:56,40.0,小白写手,江苏,46,0.0,0.0
,,https://m.weibo.cn/detail/N/A,https://m.weibo.cn/u/6183820851?,,,,,,被三张照片推下神坛，还被造谣未婚同居，真是让人唏嘘。#王冰冰# #娱乐聚焦# 八卦工厂的微博视频 ,f,0.5660031100408266,0.0,2025-01-05 20:39:56,96.0,娱乐明星综合,,26.9万,1.0,0.0
5119614634427667.0,,https://m.weibo.cn/detail/P8egvizPZ,,2025-01-06 00:31:49,中国,,P8egvizPZ,再见冰与鱼之歌,第五章 陌生  今天是游泳队出门充电日，这阳光蓝天过于给力，以致于爱笑的眼睛都快睁不开了。 “惠姐，看我这张拍的怎么样？” “不错，不错，给我也拍一张。” 咔嚓-- “来，让我看看，咦，等等，你的相册怎么把这张照片置顶了……” 甲鱼赶忙说到：“你有没有想过，我们可能被困在了2022年。” 看着 ...全文,,0.9799236935444678,0.0,,,,广西,,0.0,0.0
5119149913407527.0,,https://m.weibo.cn/detail/P82aXeis7,,2025-01-04 17:45:10,中国,温州,P82aXeis7,吻奶珊的喵酱,王冰冰#王冰冰#  如果你突然打了个喷嚏， 那一定就是我在想你。 ,,0.0352723818282926,98.0,,,,浙江,,14.0,1.0
5119061946532335.0,,https://m.weibo.cn/detail/P7ZT4rpmf,,2025-01-04 11:55:37,中国,苏州,P7ZT4rpmf,sym诗宇末,王冰冰  页面有啦，大家可以点预约，这样就不会错过了  本次活动邀请任鲁豫老师，冰冰姐，还邀请了歌手亚森，谭杰希，魏巡，短道速滑任子威作为嘉宾帮帮团，共同带领观众在冰天雪地欣赏美景，感受幸福“温度” ,,0.9999910157127304,19.0,,,,江苏,,8.0,2.0
5119054987919577.0,,https://m.weibo.cn/detail/P7ZHQxef7,,2025-01-04 11:27:58,中国,北京,P7ZHQxef7,桔子味的汽水熊,恭喜王冰冰获得百大UP主最佳新人奖！礼服造型惊艳，真是太美了！#王冰冰# #娱乐星熠计划第五期# 桔子味的汽水熊的微博视频 ,,0.0137141544056348,0.0,,,,北京,,2.0,0.0
5119049621307578.0,,https://m.weibo.cn/detail/P7Zzc5u9Y,,2025-01-04 11:06:39,中国,杭州,P7Zzc5u9Y,影视侃侃圈,谁会不喜欢王冰冰啊！#王冰冰 #奥运会#微博VC计划#  影视侃侃圈的微博视频 ,,0.0011488473646197,0.0,,,,浙江,,1.0,0.0
5118793133853200.0,P7STvgaoo,https://m.weibo.cn/detail/P7STvgaoo,https://weibo.com/u/1799906660,2025-01-03 18:07:28,中国,温州,P7STvgaoo,吻奶珊的喵酱,王冰冰王冰冰 原来你是我最想留住的幸运。@吃花椒的喵酱  ,女,0.9149919106053608,85.0,,477.0,随心所欲,浙江,1.9万,130.0,2.0
5118379688199598.0,P7I8Eyp5A,https://m.weibo.cn/detail/P7I8Eyp5A,https://weibo.com/u/5761306459,2025-01-02 14:44:35,中国,马鞍山,P7I8Eyp5A,清风娱评,王冰冰和央视的同事一起吃饺子，她现在状态大好，皮肤白皙嫩滑，新发型很减龄，一点不像34岁，说她是大学生也不为过 ,女,0.4757905663243276,79.0,,494.0,,安徽,12万,14.0,0.0
5116670890743540.0,P6ZGx37qA,https://m.weibo.cn/detail/P6ZGx37qA,https://weibo.com/u/6005936383,2024-12-28 21:34:26,中国,南京,P6ZGx37qA,Lidaren初见ZZ,#最难忘的跨年夜舞台#✨#跨年舞台高能瞬间# 许魏洲×王冰冰《河山大好》全景+直拍😘  ♪  心情大好 出去走走  碧海蓝天 吹吹风      河山大好 出去走走  别窝在家 当懒虫  ♪  许魏洲、王冰冰的嗓音真的太搭了！！！空气中都弥漫着甜甜的氛围～《河山大好》真的不是峨眉山、庐山、黄山、嵩 ...全文,男,0.9999760765939412,266.0,,10936.0,傻瓜，我们都一样，被生活伤了又伤。,江苏,5279,55.0,31.0
5116885026999988.0,P75fUtn12,https://m.weibo.cn/detail/P75fUtn12,https://weibo.com/u/7872351375,2024-12-29 11:45:20,中国,商洛,P75fUtn12,小雨陪你追短剧,娱乐圈可爱多   明天下午两点将要上线的短剧王冰冰&amp;陈冠峄&amp;程澄《七日缘浅恋曲未央》抢先看，需要自取！1女V4男！  K：网页链接 D:网页链接   王乐乐遭遇了男友张朗的背叛。一次对天空的许愿让她的生活发生了翻天覆地的变化，霸道总裁秦放突然出现在她的房间，她也因 ...全文,男,0.9999710584219664,36.0,,568.0,分享好看的影视剧，关注我不迷路！,陕西,28.8万,5.0,0.0
5116707590636804.0,P70DJ2FF2,https://m.weibo.cn/detail/P70DJ2FF2,https://weibo.com/u/5553381881,2024-12-29 00:00:16,中国,黄冈,P70DJ2FF2,娱小浠,王冰冰素颜像高中生，气质好，难怪这么多人喜欢她 ,女,0.9592592057053634,250.0,,118.0,姐妹，稍微有点姿色就行了，倒不必美的如此满分,湖北,21.3万,30.0,14.0
