微博id,uni_id,url,主页,发布时间,国家,城市,微博bid,微博作者,微博内容,性别,情感倾向,点赞数,爬取时间,用户关注数,用户简介,省份,粉丝数,评论数,转发数
5115454270738770.0,P6u2f36bE,https://m.weibo.cn/detail/P6u2f36bE,https://weibo.com/u/7211561239,2024-12-25 13:00:01,中国,北京,P6u2f36bE,央视频,【#王冰冰邀你感受美好与温暖#】总台直播电商平台#央央好物即将上线#，快跟随总台记者王冰冰@吃花椒的喵酱 一起关注#央央好物#，感受生活的舒心、放心、安心，一起分享美好与温暖！ 央视频的微博视频 ,女,0.9999999934808737,87.0,,94.0,中央广播电视总台央视频官方账号。“央视频”是总台推出的综合性视听新媒体旗舰平台。,北京,478.6万,40.0,36.0
5119817237400228.0,P8jxhv38w,https://m.weibo.cn/detail/P8jxhv38w,https://weibo.com/u/1799906660,2025-01-06 13:56:54,中国,温州,P8jxhv38w,吻奶珊的喵酱,王冰冰#王冰冰#  暮冬梨花扑上旧窗 像你初次回眸的模样 ,女,0.0380048892523661,39.0,,477.0,随心所欲,浙江,1.9万,2.0,1.0
5119362604204958.0,P87I0hDTU,https://m.weibo.cn/detail/P87I0hDTU,https://weibo.com/u/7498786940,2025-01-05 07:50:21,中国,石家庄,P87I0hDTU,娱八囡,李沁确认出席微博之夜。  王冰冰被退回来了，现在主持吉林卫节目了。  现在赵露思的一些待拍资源都给到了虞书欣。  昕昕要好事将近了，连婚房都已经买好了在装修。  杨紫和李现的《国色芳华》7号先网播，9号会上星湖南卫视。  鹿晗已经帮高瀚宇接到两个影视剧资源了，他还是比较用心的。  韬韬已经和车 ...全文,女,0.0296222322611681,123.0,,2798.0,欢迎投稿，图文如有侵权请私信删除，谢谢,河北,42.1万,2.0,1.0
5119795916444351.0,P8iYTr2t9,https://m.weibo.cn/detail/P8iYTr2t9,https://weibo.com/u/6206230108,2025-01-06 12:32:10,中国,北京,P8iYTr2t9,综艺情报社,王冰冰挑战刀下“绝技”，在气球上切肉丝，任鲁豫在一旁不停“碎碎念”，结果被王冰冰“嫌弃”了。#央视频号# #一馔千年# 综艺情报社的微博视频 ,男,0.233170485651706,0.0,,150.0,收揽节目精华素材，分享综艺爆笑瞬间，你不要错过呦！,北京,16.5万,0.0,0.0
5119781392879926.0,P8iBtc5cq,https://m.weibo.cn/detail/P8iBtc5cq,https://weibo.com/u/6042105350,2025-01-06 11:34:28,中国,北京,P8iBtc5cq,桔子味的汽水熊,王冰冰的采访中，丁真成为了焦点 #王冰冰# #丁真#。 桔子味的汽水熊的微博视频 ,男,0.0302439930550831,0.0,,141.0,全球各类最新游戏信息视频,北京,16.2万,0.0,0.0
5119746611609619.0,P8hHn6KJB,https://m.weibo.cn/detail/P8hHn6KJB,https://weibo.com/u/5990887550,2025-01-06 09:16:14,中国,北京,P8hHn6KJB,青姑i韩饭,由傅杰执导，#傅汉源# #王冰冰# 领衔主演的【娇娇王妃】在#横店影视城# 开机！愿拍摄顺利，大吉大利！ 青姑i韩饭的微博视频 ,女,0.28681283373346,1.0,,72.0,,北京,14.9万,0.0,0.0
5119721994715164.0,P8h3FjMD2,https://m.weibo.cn/detail/P8h3FjMD2,https://weibo.com/u/6311876272,2025-01-06 07:38:25,中国,北京,P8h3FjMD2,阿郎的美食说,#王冰冰# 给人的感觉非常自然亲切，特别是笑起来的时候格外甜美，充满感染力。 阿郎的美食说的微博视频 ,女,0.9989910357595154,1.0,,68.0,时尚圈是个圈☆,北京,28万,1.0,0.0
5119721919481890.0,P8h3xDMFI,https://m.weibo.cn/detail/P8h3xDMFI,https://weibo.com/u/6085757586,2025-01-06 07:38:08,中国,北京,P8h3xDMFI,是瓜瓜蛙,王冰冰模仿机器人拜年，真的太有趣了，#老婆# #好美#。 是瓜瓜蛙的微博视频 ,男,0.8506354097120836,0.0,,262.0,国内外明星的综合类搞笑视频,北京,45.9万,1.0,0.0
5119637307786414.0,P8eR4wFBk,https://m.weibo.cn/detail/P8eR4wFBk,https://weibo.com/u/5059614962,2025-01-06 02:01:55,中国,杭州,P8eR4wFBk,娱乐转转乐,#起猛了看到撒贝宁王冰冰玩赛车  好酷！能不能带我一个！#王冰冰赛车像林黛玉骑鬼火 #金享推荐官#微博VC计划#  娱乐转转乐的微博视频 ,男,0.9561494991929363,0.0,,104.0,,浙江,15.7万,1.0,0.0
5119609835100185.0,P8e8LloN3,https://m.weibo.cn/detail/P8e8LloN3,https://weibo.com/u/6293328029,2025-01-06 00:12:45,中国,北京,P8e8LloN3,三小只的快乐老家,#说走就走# #新年送你一套小红花# 定格美好瞬间，启航全新旅程。锁定央视频，与总台记者王冰冰一同开启新年之旅，让心愿照亮前行的道路。 三小只的快乐老家的微博视频 ,男,0.9997362895760148,0.0,,150.0,只为凯源玺，只为TFBOYS！ 不接广告，勿扰！,北京,15.6万,0.0,0.0
5119456050941671.0,P8a8J3WYf,https://m.weibo.cn/detail/P8a8J3WYf,https://weibo.com/u/1799906660,2025-01-05 14:01:40,中国,温州,P8a8J3WYf,吻奶珊的喵酱,王冰冰#王冰冰#  那些你很冒险的梦，我陪你去疯。 ,女,0.2820456626021898,99.0,,477.0,随心所欲,浙江,1.9万,8.0,1.0
5119604349732095.0,P8dZUEPLh,https://m.weibo.cn/detail/P8dZUEPLh,https://weibo.com/u/5272589514,2025-01-05 23:50:57,中国,北京,P8dZUEPLh,伊芙布德甘市糖葫芦,超开心，在阳光明媚狂风大作的这天，我的菊陪我到故宫圆了还珠格格梦 路上还被一个旅行团的几位国外友人排队轮流跟我们要了合照，夸我们beautiful，hhh自信心瞬间爆棚了，跟着五矿王冰冰出门就是沾光啊 ,女,0.9999254853565264,1.0,,576.0,Life is fantastic~！,北京,636,2.0,0.0
5119600167229233.0,P8dTaukEx,https://m.weibo.cn/detail/P8dTaukEx,https://weibo.com/u/6041830248,2025-01-05 23:34:20,中国,北京,P8dTaukEx,今天综艺笑料,小尼说发出来要加tag 央视 尼格买提 王耀庆 王冰冰 此生要去的100个地方   改写后的文本：小尼提到发布时要加上标签 #央视# #尼格买提# #王耀庆# 王冰冰 此生要去的100个地方 今天综艺笑料的微博视频 ,男,0.7975200039736294,0.0,,307.0,为了寻找到王子，我要吻遍所有的青蛙。,北京,35.2万,0.0,0.0
5119598452278961.0,P8dQp9yRr,https://m.weibo.cn/detail/P8dQp9yRr,https://weibo.com/u/7696990499,2025-01-05 23:27:31,中国,呼和浩特,P8dQp9yRr,小猪可约,有这种好事怎么不早点告诉我！任鲁豫、王冰冰化身人形许愿机，哈尔滨冰雪大世界桃花树成许愿池。 小猪可约的微博视频 ,女,0.9992308707634514,0.0,,889.0,不约，谢谢！视频来源网络，如有侵权请联系删除！,内蒙古,2.6万,0.0,0.0
5119595252026913.0,P8dLf8vi9,https://m.weibo.cn/detail/P8dLf8vi9,https://weibo.com/u/7629231377,2025-01-05 23:14:48,中国,大连,P8dLf8vi9,娱乐冲浪菌,🍉 王冰冰被退回来了，现在主持吉林卫节目了。 ,男,0.2691552863780196,0.0,,417.0,一定要身材好才行吗，胃口好爱吃🍉不行吗 商务私,辽宁,2171,0.0,0.0
5119573064419266.0,P8dbsixEu,https://m.weibo.cn/detail/P8dbsixEu,https://weibo.com/u/6341534190,2025-01-05 21:46:38,中国,西安,P8dbsixEu,龙首原上望长安,王冰冰  大家晚上好 截修·《说走就走·哈尔滨 | 冰天雪地任逍遥》 横屏5120×2880，竖屏2880×5120 冰冰就是冰天雪地中的暖宝宝 （大家记得加载原图） ,男,0.1924642712691895,59.0,,489.0,别取关，换了个昵称而已，会继续发冰冰截修,陕西,439,32.0,13.0
5119557339189939.0,P8cM5CyIP,https://m.weibo.cn/detail/P8cM5CyIP,https://weibo.com/u/3844400647,2025-01-05 20:44:09,中国,苏州,P8cM5CyIP,sym诗宇末,王冰冰  来自：哈尔滨冰雪大世界 sym诗宇末的微博视频 ,男,0.9985294756102588,16.0,,94.0,普普通通打工人，勤勤恳恳打工魂,江苏,696,3.0,2.0
5119555198517517.0,P8cIDzJNj,https://m.weibo.cn/detail/P8cIDzJNj,https://weibo.com/u/5848148186,2025-01-05 20:35:38,英国,,P8cIDzJNj,Sherl贝尼,#新年送你一套小红花##王冰冰# 即开怼+临时起意，对王冰冰客气+预先安排好的 没有对比就没有伤害，这下还会有人说小尼和王冰冰是好朋友吗？ PS: 王冰冰会好好说话吗？自己多大岁数心里没点儿数吗？不恶心吗？ ,女,0.0001709560959558,0.0,,534.0,,英国,36,0.0,0.0
5119546221134013.0,P8cua4L0x,https://m.weibo.cn/detail/P8cua4L0x,https://weibo.com/u/6183820831,2025-01-05 19:59:57,中国,北京,P8cua4L0x,满屏都是大长腿,#闪闪发光的少年# #王冰冰# 再次挑战蹦床起立，她的动作和上次如出一辙～～ 满屏都是大长腿的微博视频 ,女,0.3352183888961703,0.0,,94.0,都给我回归好吗？！！！！,北京,17.5万,1.0,0.0
5119543700360219.0,P8cq61vHZ,https://m.weibo.cn/detail/P8cq61vHZ,https://weibo.com/u/6042105169,2025-01-05 19:49:57,中国,北京,P8cq61vHZ,明星叭叭叭,#说走就走# #新年送你一套小红花# 定格瞬间，美好启航。锁定央视频，与总台记者王冰冰一起开启新年之旅，让心愿照亮前行的道路。 #哈尔滨冰雪大世界# 桃花树下的许愿池充满希望。 明星叭叭叭的微博视频 ,男,0.977929763148723,0.0,,75.0,一看到明星八卦，小嘴就叭叭的停不下来啊！,北京,49.5万,1.0,0.0
5119519057772638.0,P8bMlwC18,https://m.weibo.cn/detail/P8bMlwC18,https://weibo.com/u/5264549724,2025-01-05 18:12:01,中国,漳州,P8bMlwC18,候鸟读书,央视推荐的40本书，认真看完脱胎换骨！看图5 免费领取电子书 ,女,0.9334266444746312,1.0,,1272.0,候鸟飞回，疲倦的人回家用书治愈自己。,福建,86.4万,1.0,2.0
5119514559909595.0,P8bF5FzWb,https://m.weibo.cn/detail/P8bF5FzWb,https://weibo.com/u/1799906660,2025-01-05 17:54:10,中国,温州,P8bF5FzWb,吻奶珊的喵酱,王冰冰#王冰冰#  世界由你去闯，花月由你去赏， 所有的思念和心动都交给你， 你归我。 ,女,0.9684185541761656,98.0,,477.0,随心所欲,浙江,1.9万,13.0,3.0
5119127123397352.0,P81AcefO0,https://m.weibo.cn/detail/P81AcefO0,https://weibo.com/u/2719690694,2025-01-04 16:14:37,中国,南京,P81AcefO0,吃花蜜的喵酱,王冰冰一张相对比较清晰的吉林春晚录制返图，来自小红📖用户 大耳朵仔 图②单人版 可做壁纸 ,男,0.0959134466575006,202.0,,132.0,,江苏,6.7万,57.0,12.0
5119502657786535.0,P8blTwFDh,https://m.weibo.cn/detail/P8blTwFDh,https://weibo.com/u/2207472983,2025-01-05 17:06:52,中国,北京,P8blTwFDh,吃栟糖的喵酱,王冰冰 今人不见古时玥已经可以在腾讯视频预约了 ,女,0.7318945745498816,19.0,,702.0,和你走到最后,北京,676,3.0,1.0
5119502413208324.0,P8blvdsDa,https://m.weibo.cn/detail/P8blvdsDa,https://weibo.com/u/7748938571,2025-01-05 17:05:54,中国,苏州,P8blvdsDa,梁山好烟,王冰冰 22年春节的冰冰～ 梁山好烟的微博视频 ,女,0.3814786409081593,10.0,,428.0,,江苏,19,2.0,1.0
5119492925690113.0,P8b6cnSg1,https://m.weibo.cn/detail/P8b6cnSg1,https://weibo.com/u/6293327984,2025-01-05 16:28:12,中国,北京,P8b6cnSg1,男女那么些事,小尼说发出来要加tag #央视# #尼格买提# #王耀庆# 王冰冰 此生要去的100个地方 男女那么些事的微博视频 ,男,0.0227941767576043,1.0,,79.0,追最热的剧，吃最新的瓜~,北京,24.4万,1.0,0.0
5119399272384723.0,P88F9a0nh,https://m.weibo.cn/detail/P88F9a0nh,https://weibo.com/u/5420376009,2025-01-05 10:16:03,中国,深圳,P88F9a0nh,羽星幻,王冰冰 三个路拍        来源:🍠  from0 ,男,0.5105756430639993,33.0,,103.0,,广东,694,26.0,4.0
5119440639492546.0,P89JRDPrA,https://m.weibo.cn/detail/P89JRDPrA,https://weibo.com/u/7211561239,2025-01-05 13:00:26,中国,北京,P89JRDPrA,央视频,迎着零下25℃的极寒空气，1月5日13:00，央视频《说走就走·哈尔滨｜冰天雪地任逍遥》直播活动在哈尔滨“冰雪大世界”展开！总台主持人任鲁豫、总台记者王冰冰，歌手亚森、谭杰希、魏巡，短道速滑运动员任子威组成“嘉宾帮帮团”，共同带领观众在冰天雪地中欣赏绝美雪景、沉浸式感受幸福“温度”。   ...全文,女,0.9999999957461768,48.0,,94.0,中央广播电视总台央视频官方账号。“央视频”是总台推出的综合性视听新媒体旗舰平台。,北京,478.6万,60.0,14.0
5119478721678168.0,P8aJi72ze,https://m.weibo.cn/detail/P8aJi72ze,https://weibo.com/u/5675064186,2025-01-05 15:31:45,中国,蚌埠,P8aJi72ze,夏拙拙拙,和王冰冰天天吃火鸡面 ,女,0.9748840559024632,1.0,,388.0,,安徽,44,5.0,0.0
5119478052429623.0,P8aIdac3t,https://m.weibo.cn/detail/P8aIdac3t,https://weibo.com/u/7734995295,2025-01-05 15:29:06,中国,呼和浩特,P8aIdac3t,刚刚的萌宠,任鲁豫和王冰冰在哈尔滨冰雪大世界留下了美好回忆，2024年他们依旧努力前行。 刚刚的萌宠的微博视频 ,女,0.9999960068814424,0.0,,1469.0,开心常驻.,内蒙古,3.9万,0.0,0.0
5119471782201440.0,P8ay69eH6,https://m.weibo.cn/detail/P8ay69eH6,https://weibo.com/u/7765115081,2025-01-05 15:04:11,中国,,P8ay69eH6,Jaysonicy,王冰冰 头越大，越容易冷 Jaysonicy的微博视频 ,男,0.6387946006794354,19.0,,28.0,,广东,3,8.0,0.0
5119099431292357.0,P80Rx5qct,https://m.weibo.cn/detail/P80Rx5qct,https://weibo.com/u/1728875812,2025-01-04 14:24:35,中国,,P80Rx5qct,海尔,#新年送你一套小红花# 知道宝子们已经等不及啦出发！尔滨，我们来啦戳👇1月5日13：00锁定《说走就走•哈尔滨｜冰天雪地任逍遥》直播间，我们哥俩带宝子们一起跟随央视总台主持人王冰冰@吃花椒的喵酱 和任鲁豫@任鲁豫 ，走进哈尔滨冰雪大世界，见证在冰雪世界里的温暖奇迹，解锁海尔 ...全文,男,0.9989494273627648,180.0,,1748.0,在这里，你将认识一个不一样的海尔！,山东,294.1万,44.0,107.0
5119005025371701.0,P7Ypgmxql,https://m.weibo.cn/detail/P7Ypgmxql,https://weibo.com/u/1799906660,2025-01-04 08:09:27,中国,温州,P7Ypgmxql,吻奶珊的喵酱,王冰冰#王冰冰#  浅喜似苍狗，深爱如长风。 ,女,0.2161698544863954,116.0,,477.0,随心所欲,浙江,1.9万,10.0,0.0
5119432333200049.0,P89wtdqtH,https://m.weibo.cn/detail/P89wtdqtH,https://weibo.com/u/7908400955,2025-01-05 12:27:25,中国,铜陵,P89wtdqtH,周欣欣同学2024,王冰冰 一个被过度捧红的ip。 ,女,0.2105111615576588,0.0,,75.0,欣商业创始人，牧羊少女创始人，证券大v。  电影频道，音乐合伙，蓝标公关，商业主编，海外金融女主播，律所高管，多年创业合伙经验，养生中医日常。,安徽,4331,0.0,0.0
5119410876715954.0,P88XRsb7Q,https://m.weibo.cn/detail/P88XRsb7Q,https://weibo.com/u/6179910614,2025-01-05 11:02:10,中国,北京,P88XRsb7Q,娱乐圈的记录员,#王冰冰# #青年大学习# 娱乐圈的记录员的微博视频 ,男,0.1335115810233781,0.0,,101.0,明星热点、周边采访,北京,20.1万,0.0,0.0
5119387682212843.0,P88ms9hF1,https://m.weibo.cn/detail/P88ms9hF1,https://weibo.com/u/7948493094,2025-01-05 09:30:00,中国,,P88ms9hF1,打彩虹六号的喵酱,王冰冰 来自主持人多肉沫沫的返图 ,男,0.1108094703493491,19.0,,6.0,,黑龙江,11,5.0,0.0
5119351659169110.0,P87qlCtiS,https://m.weibo.cn/detail/P87qlCtiS,https://weibo.com/u/6085757642,2025-01-05 07:06:51,中国,北京,P87qlCtiS,达人秀馆,#央young之夏# #王冰冰# 准备了什么节目？剧透来啦！#撒贝宁小尼# 跨服聊天揭秘 达人秀馆的微博视频 ,男,0.1980772050455964,0.0,,298.0,明星的各种综艺节目，各种八卦，我们唠起来~,北京,21.4万,0.0,0.0
5119351545660799.0,P87qanKDd,https://m.weibo.cn/detail/P87qanKDd,https://weibo.com/u/6183821474,2025-01-05 07:06:24,中国,北京,P87qanKDd,娱乐正追踪,#央young之夏# 彩排现场，#王冰冰# 和海阳用东北话对话，是不是有小品的感觉了！ 娱乐正追踪的微博视频 ,男,0.2040635850423324,0.0,,87.0,微博搞笑视频自媒体,北京,20.8万,0.0,0.0
5119279104262307.0,P85xkhSOT,https://m.weibo.cn/detail/P85xkhSOT,https://weibo.com/u/6364914257,2025-01-05 02:18:32,中国,安阳,P85xkhSOT,王冰冰今天吃火锅了嘛,王冰冰  断签无数次之后终于又30天啦 ,女,0.0427467774273028,5.0,,55.0,永远18,河南,98,5.0,1.0
5118790742839691.0,P7SPEbUJt,https://m.weibo.cn/detail/P7SPEbUJt,https://weibo.com/u/2719690694,2025-01-03 17:57:58,中国,南京,P7SPEbUJt,吃花蜜的喵酱,王冰冰 近距离看冰冰·吉林春晚录制 来自小红📖用户Yuan. 吃花蜜的喵酱的微博视频 ,男,0.3994832223943499,233.0,,132.0,,江苏,6.7万,58.0,11.0
5119244972593584.0,P84EhaSI0,https://m.weibo.cn/detail/P84EhaSI0,https://weibo.com/u/5213435830,2025-01-05 00:02:55,中国,锡林郭勒盟,P84EhaSI0,有点孩怕的喵酱,王冰冰 1500天咯 ,男,0.0216840654854605,6.0,,476.0,笑忘人间的苦痛只有甜美🥕,内蒙古,1856,6.0,1.0
5119239857899573.0,P84w1x92t,https://m.weibo.cn/detail/P84w1x92t,https://weibo.com/u/6085757586,2025-01-04 23:42:35,中国,北京,P84w1x92t,是瓜瓜蛙,《今人不见古时玥》花絮：王冰冰与鲁照华的闺蜜欢乐时光。 是瓜瓜蛙的微博视频 ,男,0.999293642120154,2.0,,262.0,国内外明星的综合类搞笑视频,北京,45.9万,1.0,0.0
5119239856068465.0,P84w1psGt,https://m.weibo.cn/detail/P84w1psGt,https://weibo.com/u/6090644783,2025-01-04 23:42:35,中国,北京,P84w1psGt,娱乐星闻不N机,吃货冰冰，#笑容最治愈的女孩# #清纯甜美#。我喜欢的女孩，王冰冰。 娱乐星闻不N机的微博视频 ,男,0.3271411188078788,0.0,,189.0,明星艺人的相关火爆视频等你来看,北京,43.4万,1.0,0.0
5119074178697422.0,P80cNAuB0,https://m.weibo.cn/detail/P80cNAuB0,https://weibo.com/u/1799906660,2025-01-04 12:44:14,中国,温州,P80cNAuB0,吻奶珊的喵酱,王冰冰#王冰冰#  你在身边就是缘，缘分写在三生石上面。 ,女,0.7148660027244742,106.0,,477.0,随心所欲,浙江,1.9万,11.0,0.0
5119177830701268.0,P82TZ2WqM,https://m.weibo.cn/detail/P82TZ2WqM,https://weibo.com/u/7948493094,2025-01-04 19:36:07,中国,绥化,P82TZ2WqM,打彩虹六号的喵酱,王冰冰 今人不见古时玥花絮 ,男,0.6158667279672535,27.0,,6.0,,黑龙江,11,16.0,3.0
5119156531762099.0,P82lD7ooX,https://m.weibo.cn/detail/P82lD7ooX,https://weibo.com/u/3844400647,2025-01-04 18:11:29,中国,苏州,P82lD7ooX,sym诗宇末,王冰冰  消息一则 日前，国家广播电视总局发布“微短剧陪你过大年”2025年微短剧春节档推荐片单，冰冰姐演的《今人不见古时玥》在这份名单中，名单显示，这部微短剧一共15集，每一集13分钟，预计1.31（正月初三）在腾讯视频上线！ PS：央视频应该也会播出的 ,男,0.0299431458646151,21.0,,94.0,普普通通打工人，勤勤恳恳打工魂,江苏,696,17.0,7.0
5119106161836068.0,P812o7HE0,https://m.weibo.cn/detail/P812o7HE0,https://weibo.com/u/7906919558,2025-01-04 14:51:19,中国,汕头,P812o7HE0,史前军迷老古董,王冰冰  网页链接 ,男,0.1935122148978063,4.0,,125.0,,广东,20,4.0,1.0
5119102658288149.0,P80WJyM7P,https://m.weibo.cn/detail/P80WJyM7P,https://weibo.com/u/7616440063,2025-01-04 14:37:25,中国,,P80WJyM7P,熊熊乐宠,报告冰冰，今天快乐烤地瓜王冰冰 ,男,0.8496092145859543,10.0,,64.0,,福建,2,11.0,0.0
5119090206709534.0,P80CEs9si,https://m.weibo.cn/detail/P80CEs9si,https://weibo.com/u/7051923132,2025-01-04 13:47:56,中国,保定,P80CEs9si,追星综娱,慕名看了下王冰冰在小红书的穿搭分享，感觉土土的。。。 ,男,0.2741630744063887,16.0,,744.0,我花开后百花杀🌸,河北,32.5万,24.0,24.0
5119077909793421.0,P80iOF5Ip,https://m.weibo.cn/detail/P80iOF5Ip,https://weibo.com/u/6325535696,2025-01-04 12:59:04,中国,宁波,P80iOF5Ip,追星娱综,王冰冰这也忒土了，，，怎么做到每一身都土的，，，我愿称之为嫩土装扮。。。。好爱穿背心 ,男,0.9034725718226346,19.0,,2062.0,接投稿，合作请私信,浙江,60万,23.0,23.0
5119067881738408.0,P802E7ieQ,https://m.weibo.cn/detail/P802E7ieQ,https://weibo.com/u/7756518066,2025-01-04 12:19:13,中国,广州,P802E7ieQ,小小乖乖下士,王冰冰 大家好，我是新人请问一下发帖需要注意什么？ ,女,0.0361099615527903,8.0,,63.0,欲买桂花同载酒，终不似，少年游!,广东,71,20.0,0.0
