平台,用户名,内容,分享数,评论数,点赞数,url,uni_id,发布时间
微博,Lucky江小糖,记录日常生活碎片 去排了之前很火有点小贵的面包～确实不错 江大厨👩🍳自己做了糖葫芦和辣白菜👍 去山东大学博物馆闲逛了一圈（突然发现今年去了好多博物馆） 顺路去滨海公园看海鸥 回家买了心心念念的露比帽 ,0,0,1,https://m.weibo.cn/detail/P3DaZzPr9,,2024-12-06 18:45:23
微博,鼎成公考发财老师,选调#选调生# 明日开考，考前划重点扫一扫带走它#公务员考试##公务员考试#山东大学威海#备战公考##公考时政#山东大学威海山东大学威海 威海·鼎成教育高区学习中心 ,0,0,0,https://m.weibo.cn/detail/P3CVscdTq,,2024-12-06 18:07:07
微博,奎文发布,【#7000年前古人喜欢住小户型房子#】你可能想不到，7000年前北辛文化时期的先民更喜欢“小户型”的房子。山东大学考古学院教授王芬介绍，北辛文化时期的房子，它最突出的特征就是面积很小，在里边居住的人会比较少，但是有些房子，虽然面积小，但在里面还会发现有一个灶。有的学者也据此提出应该当时已 ...全文,3,3,3,https://m.weibo.cn/detail/P3Cyh2xDL,,2024-12-06 17:10:00
微博,齐河融媒,【AI热评：#幼儿园120道题调查家长谁给的权力#？#幼儿园调查问卷问题离谱谁给的权力#】近日，山东省龙口市的郑女士吐槽，开学三个月，孩子所就读的幼儿园给家长连发三份调查问卷。有的问卷长达120道题，其中不乏“更喜欢男孩还是女孩”等不合理问题，以及“摸底”父母职业、家庭收入等内容。对此，龙口 ...全文,0,3,10,https://m.weibo.cn/detail/P3Cm1m0Cu,,2024-12-06 16:39:49
微博,民进德州市委会,民进德州市委会2024年度参政议政论坛暨参政议政培训班成功举办！#民主党派##参政议政##论坛#2025德州·山东大学齐鲁医院德州医院 民进德州市委会的微博视频 ,0,0,0,https://m.weibo.cn/detail/P3ClLpHmk,,2024-12-06 16:39:11
微博,佳瑶Li,山大体验卡ending🍂 ,0,0,5,https://m.weibo.cn/detail/P3BS6zUtZ,,2024-12-06 15:26:07
微博,德州天衢新区,“齐鲁德医·互助同行”山东大学齐鲁医院德州医院国际志愿者日大型义诊活动举行#德州天衢新区#  网页链接 ,0,0,0,https://m.weibo.cn/detail/P3BNZFWcU,,2024-12-06 15:16:00
微博,Lucy是个小疯妞,潘鲁生，1962年11月出生于山东菏泽，毕业于南京艺术学院，山东工艺美术学院教授，山东大学博士生导师，中国文联全国委员会副主席。 潘鲁生的代表作品有《民艺学论纲》《设计论》《民间工艺学》等，曾获国家“五个一工程奖”、“国家社会科学基金项目优秀成果”一等奖、“中国文艺评论“一等奖等奖项， ...全文,0,0,0,https://m.weibo.cn/detail/P3BnuayTP,,2024-12-06 14:10:41
微博,想吃芝士榴莲_,山东大学，竖中指，tmd积极分子审核这么严，我真服了 ,0,3,1,https://m.weibo.cn/detail/P3B3sERnK,,2024-12-06 13:21:21
微博,mmmmmm7__,最近的天气美得不像话山东大学SDU ,0,2,2,https://m.weibo.cn/detail/P3AQ0aGC5,,2024-12-06 12:48:11
微博,Eddie22894,第一顿饭，从煮方便面开始 青岛·山东大学(青岛校区) ,0,2,2,https://m.weibo.cn/detail/P3AHRswBl,,2024-12-06 12:28:07
微博,陇南武都社保局,#青春中国拥抱未来#【山东大学：让更多青年在话剧中“遇见”自己】“先生风骨，山高水长！”最后一句台词余音未落，观众席已是掌声雷动，不少人眼含热泪。合唱歌声渐起，伴着歌词“我也将见你未见的世界，写你未写的诗篇……”成仿吾、老舍、王淦昌……校史中前辈先贤的事迹与形象在屏幕上一一再现。   ...全文,0,0,0,https://m.weibo.cn/detail/P3Atv1V6R,,2024-12-06 11:52:45
微博,静默与纷华,#我想和医疗中的死不认错叫个板##山大口腔##医疗诈骗##我的抗战#   请问山大口腔（山东省口腔）葛少华院长，魏福兰副院长，正畸专家王春玲把患者当小白鼠、大搞医疗诈骗的行为在山大口腔真的是“无不当、无过错”吗？你们一众专家、教授合力欺诈、欺压患者，请问，你们把患者当什么了？作为山大口腔（ ...全文,1,0,3,https://m.weibo.cn/detail/P3yCZezXY,,2024-12-06 07:10:38
微博,江湖小Faye,先生留学中国时的武术老师，山东大学数学学院教授，著名学者武术家燕子杰先生12月1日在济南逝世，享年88岁。留下教诲： “以武治心 崇德广业” ,0,0,0,https://m.weibo.cn/detail/P3xlWnIcX,,2024-12-06 03:55:53
微博,豆本豆豆奶一定能长高,最近的大部分时间在讨厌冬天，小部分时间在处理一次又一次被a4纸/门把手/包装袋/沙发套…划破的干皮敏敏肌 加班+失眠+劈头盖脸的开会，心情在激素异常时跌倒谷底  然后就跑到了洁洁床上捣蛋 然后就和爸宝粥沙琪妈通了好久的话 然后就串到了312一起玩儿卷发棒 ...全文,0,0,6,https://m.weibo.cn/detail/P3wn88pBF,,2024-12-06 01:26:04
微博,平平无奇温小姐,12月的第5天 热爱生活永远是我是所有的理想与答案 济南·山东大学中心校区 ,0,3,13,https://m.weibo.cn/detail/P3vg3jWdr,,2024-12-05 22:35:52
微博,武汉市校友经济促进会,武汉模式再应用  济南首届校友经济双招双引大会隆重召开   校友经济再创新高峰，2024年12月4日，由中共济南市委人才工作领导小组办公室指导，济南市投资促进局、济南市校友经济发展促进会主办的济南首届校友经济双招双引大会，在济南银丰华美达酒店隆重召开，武汉市校友经济促进会（以下简称“武汉校促 ...全文,2,0,0,https://m.weibo.cn/detail/P3v0mhKbM,,2024-12-05 21:57:12
微博,葳葳不疼,我勒个豆 山东青岛优选计划 高校名单没有山东大学 ,0,0,0,https://m.weibo.cn/detail/P3uVdm15m,,2024-12-05 21:44:32
微博,通行线Toursline,#通行线·轨交#【济南地铁8号线全线贯通】12月5日，在济南轨道交通8号线一期工程建设现场，最后一榀U型梁在潘王路站至山东大学站（均为工程名）区间完成架设，标志着8号线全线桥隧贯通。济南轨道交通8号线一期工程全长25.50公里，其中地下段约5.62公里，高架段约19.88公里。（图源：济南轨道交通社交媒 ...全文,0,0,22,https://m.weibo.cn/detail/P3ueTyRaW,,2024-12-05 20:00:18
微博,连板一姐,“韦神”韦东奕的14条个人信息 1.他曾第一届阿里全球数学竞赛夺得金奖。  2.他父亲韦忠礼已经去世，生前曾是山东建筑大学的教授，山东大学的博导，是数学领域当年的专家。  3.他父亲是浙江东阳人，由于在山东教书工作，所以韦东奕是在济南出生长大、上学。  4.他今年33岁，1991年生。  5.他 ...全文,3,0,111,https://m.weibo.cn/detail/P3uMZCuyk,,2024-12-05 21:24:18
微博,爱武城,12月3日，德州市新能源新材料产业技术供需对接会在济南举行。活动现场，省创新发展研究院与德州市科技局签订深化科技成果转化合作协议。山东大学与山东汇龙电工股份有限公司“多头漆包机智能解耦合温控数字化技术开发应用与推广”等6个项目签约。（德州日报） ,69,69,58,https://m.weibo.cn/detail/P3t2GkMF0,,2024-12-05 16:57:27
微博,会计之友杂志社,“以创新实践推进中国哲学社会科学自主知识体系构建”座谈会在山东大学召开网页链接 ,0,0,0,https://m.weibo.cn/detail/P3uEoBKB7,,2024-12-05 21:03:07
微博,是章鱼小肉蛋,真希望突然天降一个开着柯尼塞格的185➕8块腹肌的大帅哥，一把夺过我的笔，撕掉我的试卷，然后在我耳边说“别说了，山东大学校长你来当” ,0,0,1,https://m.weibo.cn/detail/P3uzaaVpl,,2024-12-05 20:50:13
微博,甜饼就大葱,山东大学漂亮饭 ,0,1,1,https://m.weibo.cn/detail/P3uq8rKXo,,2024-12-05 20:27:59
微博,Joy壳聚糖,济南，我来啦 济南，我走啦 哈哈哈第二次来济南只停留了6小时，但是去感受了一下亚洲第二大食堂哈哈哈济南·齐园餐厅(山东大学中心校区店) ,0,0,5,https://m.weibo.cn/detail/P3u05Fmnu,,2024-12-05 19:23:49
微博,济南租房-宥,小区位置：华夏福地  商圈：印象城 洪家楼 山东大学  南向 主卧 带阳台 可月付 可短租 高性价比 电梯房 全实体墙 济南·洪家楼 ,0,0,0,https://m.weibo.cn/detail/P3tL4FaPe,,2024-12-05 18:46:49
微博,真真_198305,济南租房个人房子 济南·利农花园  山大路利农花园小区次卧出租，  带空调  有热水器 洗衣机 暖气衣橱等 简单家具 通风好 采光好 交通便利 附近有山东大学 科技市场 华强 老东门 中心医院 洪楼 等等 非中介托管 ,0,1,1,https://m.weibo.cn/detail/P3tzHeltk,,2024-12-05 18:18:47
微博,蚌埠发布,#蚌埠本地# 【全市唯一！“垓下遗址景区推动文旅融合发展”入选 第二批长三角人文经济典型案例】 近日，第五届长三角国际文化产业博览会开幕。开幕式上，“第二批长三角人文经济典型案例”正式发布，“垓下遗址景区推动文旅融合发展”案例成功入选，这也是我市唯一入选的案例。 近年来，固镇县坚持以文 ...全文,0,0,0,https://m.weibo.cn/detail/P3sLID3QI,,2024-12-05 16:15:40
微博,猪尾蛋,何以中国丨#齐文化##何以中国弦歌不辍# 今年山东齐文化的亮点颇多，一起来看看亮点吧！ 亮点一《齐书》发布：《齐书》这部大型文献集成摘选古文本360余种，2000余卷，成为齐文化领域最全面最权威的图书。 亮点二 学术合作深化：尼山中华优秀传统文化联合研究生院专题研修基地签约，山东大学与齐文化博 ...全文,0,0,1,https://m.weibo.cn/detail/P3sxYe08r,,2024-12-05 15:41:46
微博,用户5427816451,原来山东大学的历史系这么牛啊 ,0,0,0,https://m.weibo.cn/detail/P3sxM3Qta,,2024-12-05 15:41:18
微博,青岛蓝谷,唱京剧、玩乐队、演话剧……那夜，山东大学青岛校区星光璀璨！网页链接 ,0,0,0,https://m.weibo.cn/detail/P3sxo5wnC,,2024-12-05 15:40:20
微博,即墨环保,【“宪”在出发，“志”在蔚蓝】#全环境立德树人# 12月5日是第39个#国际志愿者日#，青岛市生态环境局即墨分局联合山东大学环境科学与工程学院开展了“‘宪’在出发，‘志’为蔚蓝”全环境立德树人宣传活动，通过主题宣讲、移动课堂、志愿服务等丰富的活动形式，让绿色新风“吹”进校园。 ...全文,1,0,0,https://m.weibo.cn/detail/P3s9BmTOi,,2024-12-05 14:41:45
微博,用户5427816451,原来山东大学的历史系这么牛啊 ,0,0,0,https://m.weibo.cn/detail/P3sxM3Qta,,2024-12-05 15:41:18
微博,青岛蓝谷,唱京剧、玩乐队、演话剧……那夜，山东大学青岛校区星光璀璨！网页链接 ,0,0,0,https://m.weibo.cn/detail/P3sxo5wnC,,2024-12-05 15:40:20
微博,即墨环保,【“宪”在出发，“志”在蔚蓝】#全环境立德树人# 12月5日是第39个#国际志愿者日#，青岛市生态环境局即墨分局联合山东大学环境科学与工程学院开展了“‘宪’在出发，‘志’为蔚蓝”全环境立德树人宣传活动，通过主题宣讲、移动课堂、志愿服务等丰富的活动形式，让绿色新风“吹”进校园。 ...全文,1,0,0,https://m.weibo.cn/detail/P3s9BmTOi,,2024-12-05 14:41:45
微博,吴英文WuEnglish,小红书最近流行去联合国开会或演讲的“联合国媛”，事实上你只需要花26美元，你也可以去联合国参观。  不过这种套路只有最早搞的那几个人能赚到钱，后面就不行了，因为一帮名媛去联合国发视频，观众刷的太多了，难免露馅。  现在拍短视频的比看短视频的还多，所以普遍感觉流量不够。一有什么东西火了， ...全文,0,0,1,https://m.weibo.cn/detail/P3ro3a0bV,,2024-12-05 12:44:36
微博,做一只有梦想的阿无,山东大学青岛校区校内竟然有个博物馆 不说了，考研四战我要上山青 青岛·山东大学(青岛校区) ,0,1,0,https://m.weibo.cn/detail/P3qRKnCAU,,2024-12-05 11:25:01
微博,郎哥有话说,今天是第39个国际志愿者日，今年的主题是“贡献志愿力量 创造美好生活”。今天，让我们一起走进山东大学齐鲁医院的一位志愿者董来东，听她志愿服务的故事。#国际志愿者日#济南 郎哥有话说的微博视频 ,0,0,0,https://m.weibo.cn/detail/P3qMBxoll,,2024-12-05 11:12:21
微博,一路陪伴jh,25级考研倒计时16天山东大学考研  预计12月11日打印准考证#太奇 2025 年管理类联考辅导#  大家记得关注哦！ ,0,0,0,https://m.weibo.cn/detail/P3qhDfZC3,,2024-12-05 09:56:02
微博,科学网,山东大学威海前沿交叉科学研究院团队日前收获一篇Nature论文，这也是该校威海校区首次领衔在Nature发表论文。  更值得一提的是，文章的两位第一作者钟洪麟、田沛佩都是教授，如此“高配”的发表阵容实属少见。  在这篇论文中，威海前沿交叉科学研究院团队与国外科学家一起，量化了全球过度消费对行星边 ...全文,1,0,3,https://m.weibo.cn/detail/P3qcfxH3F,,2024-12-05 09:42:47
微博,曾经是只小可爱,今天看论文，发现这么一篇论文，第一单位是山东大学的，合作单位有新加坡的南洋理工跟台湾地区的亚洲大学。虽然学术交流很正常，但你把People's Republic of China跟Taiwan并列，你山东大学就这么没有敏感度吗 ,11,12,83,https://m.weibo.cn/detail/P3iZCud97,,2024-12-04 15:22:27
微博,__Deal__,再记，感谢能动学院赠予的绝版纪念品，现在是核动学院了 ,0,3,5,https://m.weibo.cn/detail/P3m9E6Laz,,2024-12-04 23:25:23
微博,Xuxuland,今天有一个哥很好玩 他：你山东人 山东大学那么好你为什么不上山东大学？ 我：哥，我不上是因为我不想吗？ ,0,0,0,https://m.weibo.cn/detail/P3m4l4WEu,,2024-12-04 23:12:17
微博,中国新闻网,【#山东大学数学学院教授武术家燕子杰逝世#】据齐鲁晚报消息，山东大学数学学院12月1日发布讣告，山东大学数学学院教授，著名学者武术家燕子杰先生12月1日在济南逝世，享年88岁。 2014年，山东大学官网曾刊文《燕子杰：教数学的梅花桩大师》。文章援引他弟子的说法称：“师父当年在北京大学物理系学习 ...全文,40,56,384,https://m.weibo.cn/detail/P30PGpE6U,,2024-12-02 17:08:31
微博,肥波糖豆儿,山大研一｜周末背着老师偷偷出来玩啦！！ ,0,5,19,https://m.weibo.cn/detail/P3ixDviG5,,2024-12-04 14:13:30
微博,ccsdailylife,近日，中国科学院上海有机化学研究所王鹏课题组和山东大学徐立平课题组合作利用大位阻β-二酮配体，用芳基、烯基硼酸和烷基卤作为偶联试剂，成功实现了镍催化非活化烯烃的双碳化反应，相关研究成果发表在Nat. Commun.上。 ,0,1,0,https://m.weibo.cn/detail/P3jy2riEy,,2024-12-04 16:47:14
微博,晴川繁花,#武汉大学# 民国以来，武汉大学从来就没有落寞过。  一直都是大学中的贵族系列，这是武大人的幸运，湖北学子的确幸，也是中部及全国学子们的幸事。  1991年，武汉大学的图书馆藏书规模，已达220万多册，规模之巨，已经很令读书人向往了。而同时期浙江大学的图书馆藏书才120万册，山东大学图书馆藏书200 ...全文,0,0,2,https://m.weibo.cn/detail/P3jmzADrx,,2024-12-04 16:19:00
微博,山东交通运输,【山东隧道技术屡次惊艳全球，#青岛地铁6号线一期# 斩获行业“奥斯卡”奖】11月28日，有着全球隧道行业“奥斯卡”美誉的国际隧道与地下空间协会第十届隧道工程年会在意大利热那亚举行，全球大型隧道及地下工程项目角逐年度工程、超越工程等多个奖项。经过评审、答辩环节，青岛地铁6号线一期工程滨海复 ...全文,0,1,1,https://m.weibo.cn/detail/P3jkgagLa,,2024-12-04 16:13:17
微博,法治日报,【AI热评：#幼儿园120道题调查家长谁给的权力#？#幼儿园调查问卷问题离谱谁给的权力#】近日，山东省龙口市的郑女士吐槽，开学三个月，孩子所就读的幼儿园给家长连发三份调查问卷。有的问卷长达120道题，其中不乏“更喜欢男孩还是女孩”等不合理问题，以及“摸底”父母职业、家庭收入等内容。对此，龙口 ...全文,27,1,13,https://m.weibo.cn/detail/P3cg63j64,,2024-12-03 22:13:48
微博,到6请放Rqaq,山东大学SDU  有偿求流统专业考博资料和真题 ,0,6,1,https://m.weibo.cn/detail/P3iKF8tbE,,2024-12-04 14:45:35
微博,海喃会-健康,#博鳌乐城国际医疗旅游先行区#  海南博鳌鲁医医院  是一所集医疗、科研、预防、康复为一体的非营利综合性三级医院，也是鲁琼医疗合作重点引进项目。  医院目前开设有： 呼吸内科、神经内科、心血管内科、血液内科、肿瘤科、妇科、骨科等科室，采取“1+N”运营模式，引进山东省十家公立医院如山东大学齐 ...全文,0,0,0,https://m.weibo.cn/detail/P3iJZssnj,,2024-12-04 14:43:56
微博,科研云,Fault detectability of Boolean control networks via non- augmented methods 科研云的微博视频 ,0,0,0,https://m.weibo.cn/detail/P3iJTxPuG,,2024-12-04 14:43:42
微博,科研云,Fault detectability of Boolean control networks via non- augmented methods 科研云的微博视频 ,0,0,0,https://m.weibo.cn/detail/P3iJTxPuG,,2024-12-04 14:43:42
微博,inside_dream,山大太穷了发那点奖学金打发谁呢不欢迎报考山大大家避雷山东大学 济南·山东大学中心校区 ,0,3,4,https://m.weibo.cn/detail/P3iw94nsm,,2024-12-04 14:09:49
微博,大气科学进展AAS,"#科研进展# 【解析相对湿度增加促进二次有机气溶胶形成的原因】雾霾事件发生时，环境相对湿度高，并且常伴随芳香烃二次有机气溶胶质量浓度的增加。但是，相对湿度影响芳香烃二次有机气溶胶形成的机制尚不完全清晰。 近日山东大学杜林教授团队以典型芳香烃甲苯和1,3,5-三甲基苯为研究对象，系统探究了氮 ...全文",1,0,2,https://m.weibo.cn/detail/P3ij9E4kM,,2024-12-04 13:37:49
微博,Llauvaa,山东大学SDU  蹲蹲山大公共卫生专硕卫生政策与管理方向的师哥师姐想咨询一些问题 （可有偿） ,0,4,3,https://m.weibo.cn/detail/P3hWlyncN,,2024-12-04 12:41:38
微博,草莓珍珠泪公主,山东大学SDU 国考结束了，省考冲起来啦考前来一波划重点！#公务员考试##省考##山东省考# ,0,0,0,https://m.weibo.cn/detail/P3hcGag0q,,2024-12-04 10:49:06
微博,唯手熟尔__,山东大学(青岛校区)近期的好吃的 ,0,1,0,https://m.weibo.cn/detail/P3h4y72rY,,2024-12-04 10:29:04
微博,微博济南,#政务速递#【周乃翔在济南市调研科技创新工作时强调 强化科技创新和产业创新深度融合 为推动高质量发展注入强劲动力】12月3日，省委副书记、省长周乃翔在济南市调研科技创新工作。他强调，要深入学习贯彻习近平总书记重要指示精神，认真落实党中央、国务院决策部署，按照省委工作要求，深入实施创新驱 ...全文,0,0,0,https://m.weibo.cn/detail/P3h4az7iN,,2024-12-04 10:28:09
微博,乳山发布,【威海市产学研合作补助资金实施细则（试行）新闻发布会】 1.发言人您好，我是乳山电视台的记者。请问此次对产学研工作的政策支持中，重点支持那几方面的内容呢？ 新闻发言人： 一是发挥驻威高校院所“动力源”作用。用好驻威高校院所在人才团队和科技研发等方面的资源优势，建立创新资源信息数据库， ...全文,3,3,3,https://m.weibo.cn/detail/P3gyruP8Z,,2024-12-04 09:10:00
微博,鉴股牛哥,中线波段股:$宇晶股份 sz002943$ ，今日收盘价20.33元，公司超25年行业打磨沉淀，切磨抛装备小巨人持续开拓。“设备+耗材+切片加工”一体化发展战略宇晶股份成立于1998年，2018年上市，主要产品及服务为高硬脆材料切、磨、抛设备、高硬脆材料切割耗材、硅片及切片加工服务、热场系统系列产品、光伏电站 ...全文,0,0,0,https://m.weibo.cn/detail/P3dhth4V9,,2024-12-04 00:49:56
微博,菠萝蜜才不吃菠萝,倒计时22天山东大学SDU#考研# ,0,1,0,https://m.weibo.cn/detail/P3cJJAiq3,,2024-12-03 23:26:50
微博,xxxxxxxuull,山东大学考研 山东大学软件园校区考研酒店350r出两晚，距离学校步行五百米 ,0,1,0,https://m.weibo.cn/detail/P3ddRoHNz,,2024-12-04 00:41:03
微博,菠萝蜜才不吃菠萝,倒计时22天山东大学SDU#考研# ,0,1,0,https://m.weibo.cn/detail/P3cJJAiq3,,2024-12-03 23:26:50
微博,梦想长到180咯,不要空着肚子去超市 山东大学(青岛校区) 青岛·山东大学(青岛校区) ,0,0,0,https://m.weibo.cn/detail/P3cz6sqTN,,2024-12-03 23:00:37
微博,Wid808Bass_,🏸❤️🔥山东大学SDU 济南·山东大学中心校区 ,0,1,4,https://m.weibo.cn/detail/P3cdZtZ2f,,2024-12-03 22:08:37
微博,guo-grape,梦想可导，时间可微，你的未来有♾️的可能； 奔赴未来无“极限”，期待“相交”于顶峰； 未来收敛于精彩，理想与前程共轭——山大数院语录#山东大学# ,0,1,8,https://m.weibo.cn/detail/P3bVeqBz6,,2024-12-03 21:22:24
微博,学长郝富贵,#山东大学数学学院教授武术家燕子杰逝世#燕老千古 🙏🙏🙏话说武术选修还是很有必要的，倒也不必休学…… ,0,0,0,https://m.weibo.cn/detail/P3bpYfqjA,,2024-12-03 20:05:23
微博,FM974珠江经济台,幼儿园灵魂拷问家长“喜欢男孩还是女孩？”  📰调查问卷内容能多 “离谱”？山东龙口市一所幼儿园自 9 月开学给家长连送三份问卷，其中不仅问及 “喜欢男孩还是女孩”、“家庭年人均可支配收入”，连家中的宠物和装修风格也成为被调查的内容😲 当地教体局说，这是山东大学科研项目委托发放的问卷。 ...全文,0,0,0,https://m.weibo.cn/detail/P3aDZ6S4t,,2024-12-03 18:07:09
微博,菏泽鲁网,【单县中心医院圆满承办菏泽市护理学会学术会议】         为进一步提升菏泽市安宁疗护服务水平及护理人员的安全管理意识，推动全市安宁疗护及护患安全管理工作高质量发展，11月30日，由菏泽市护理学会主办，单县中心医院承办的“菏泽市首届安宁疗护专业委员会第二次学术会议暨护患安全管理专业委员会 ...全文,0,0,1,https://m.weibo.cn/detail/P3ai59J6t,,2024-12-03 17:13:12
微博,凌时晚安,#山东大学数学学院教授武术家燕子杰逝世#燕子杰教授的离世是学术界和武术界的一大损失他的生平事迹和卓越成就将永远铭刻在人们的心中。愿燕子杰先生安息！ ,0,0,20,https://m.weibo.cn/detail/P39NirXmK,,2024-12-03 15:57:22
微博,水母网,#何以中国弦歌不辍#【何以中国丨“何以中国·弦歌不辍”网络主题宣传活动在曲阜启动】泱泱华夏，历史悠久，文脉绵长。11月30日，由中央网信办、国家文物局、人民日报社、山东省委网信委指导的“何以中国·弦歌不辍”网络主题宣传活动在山东济宁曲阜启动。启动仪式上，山东大学儒学高等研究院教授、孔子研 ...全文,0,0,0,https://m.weibo.cn/detail/P39GHnFxo,,2024-12-03 15:41:06
微博,北京一级棒美少女,好久好久好久没发手机里的碎片～ 秋天🍂一些记录～ 和耿宝在济南去了想去很久的山东大学～ 赶在秋天的末尾去了白瀑寺～ 吃到了特别好吃的铁锅炖，一直想再吃！ 吃了一个吃完以后💩是绿色的面包！ 去了趵突泉！ 买了可爱的耳机壳，粗糙的小狗🐶～ 还有没拍照，但是我麻将赢了三家的光辉时刻 ...全文,0,1,1,https://m.weibo.cn/detail/P38ET8Jpf,,2024-12-03 13:03:53
微博,最爱老物件儿,一连串毫无规律的符号，还是东夷文化系统的早期文字？  丁公陶文 龙山文化（约公元前2300~前1800年） 1991年山东省邹平市丁公遗址出土 山东大学博物馆 大道之行：儒家文化特展，故宫博物院 北京·故宫博物院-午门 ,0,3,2,https://m.weibo.cn/detail/P37JQe4jF,,2024-12-03 10:43:21
微博,黑龙江教育,【黑龙江省首届大学生新文科实践创新大赛决赛成功举行】11月27日，由黑龙江省教育厅主办、黑龙江大学承办的黑龙江省首届大学生新文科实践创新大赛决赛成功举行。黑龙江省教育厅二级巡视员车成全，全国新文科教育研究中心执行主任、山东大学原党委副书记仝兴华，黑龙江大学副校长井立强，评委组组长中国 ...全文,0,0,0,https://m.weibo.cn/detail/P37r92l1Z,,2024-12-03 09:57:17
微博,江河大雪-接单先关注,#济南家教# 家教编号：24120107 学员地址：济南槐荫区绿地泉景嘉园 辅导科目：数理化 学员情况：初三年级、男生，一对一老师上门 时间安排：每周1 次；每次2小时（具体时间段协商） 教员要求：要求山东大学，男女不限，有家教经验，要细心有耐心，有责任心。 老师薪水：90元/小时 ,0,0,0,https://m.weibo.cn/detail/P37gxjC8e,,2024-12-03 09:31:09
微博,我呀一定能做到,请问有没有济南校区的同学可以今天或明天帮忙取件+盖章（到中心校区就业中心）+寄回，有偿，非常感谢！❤️        本人在青岛校区，报名表出了一点问题，需要重新盖就业中心的章，实在有点远赶不过去啦！  蹲蹲～山东大学SDU 青岛·山东大学(青岛校区) ,1,2,1,https://m.weibo.cn/detail/P36VRbh7Q,,2024-12-03 08:40:12
微博,垦利区融媒体中心官方微博,何以中国｜真正的山东大汉！山东大学儒学高等研究院教授杨朝明解密“六边形战士”孔子网页链接 ,1,0,0,https://m.weibo.cn/detail/P36ROdmai,,2024-12-03 08:30:14
微博,福建省莆田市城厢区俞建,山东大学SDU  毋庸置疑，美国是头号敌人！ ,0,0,0,https://m.weibo.cn/detail/P348RoWvs,,2024-12-03 01:34:00
微博,无所世事Podcast,#听见微博# #微博声浪计划# *本期案件无恐怖，少少量血腥描述，请放心入场* 特别感谢今非NotToday、旺仔苹果牛奶和FF-Foo在上周的赞赏，爱意收到！感谢支持！   前言/Foreword/在首尔市麻浦区，有一家颇具名气的生鱼片店，老板老徐是一位中年男人，拥有一儿一女。儿子从小就表现出超常的踢球天赋，于是 ...全文,0,1,1,https://m.weibo.cn/detail/P33LriMWM,,2024-12-03 00:36:18
微博,魏然,学无止境，气有浩然。我所热爱的终将坚持下去！也没有任何放弃的理由！也为了不给我的母校寿光一中丢脸，哪怕没有鲜花和掌声，我依然是我自己的希望之星。不断鞭策，不断激励，勇敢做自己，做最好的自己！学习是一定会让人有所收获，也会有所改变的，突破渴望、成就梦想，我是寿光一中2003级校友魏禄业 ...全文,0,0,0,https://m.weibo.cn/detail/P32kTEERR,,2024-12-02 20:58:10
微博,CulFan,#读书打卡# 《山东博物馆》，蛋壳黑陶，碎片的厚度不超过0.2毫米。目前为止，蛋壳黑陶杯完整存世品极少。除了日照市博物馆的藏品外，其余小部分藏于中国国家博物馆（征调）、山东大学，多数珍藏于山东省博物馆，海外也有一些。无论是考古发掘还是从民间征集，目前发现的蛋壳黑陶杯基本都发现于离黄河入 ...全文,0,0,0,https://m.weibo.cn/detail/P32emwrst,,2024-12-02 20:42:04
