用户名,粉丝数,发布时间,视频描述,视频时长,点赞数,收藏数,评论数,下载量,分享数,uni_id,认证,url
北zzzz,777,2024/10/22 13:57,随玩#小孩哥#游戏搭子#09,0分:0秒,196,3,59,0,66,7428474927516350000 ,,https://www.douyin.com/video/7428474927516350000
小孩哥·,64,2024/10/23 20:32,带娃日记。如果带娃有学位 那我是带娃研究生在读中·#人类幼崽,0分:0秒,19,1,0,0,1,7428948053899480000 ,,https://www.douyin.com/video/7428948053899480000
扶子茶,436,2024/10/23 22:55,被小孩哥评价“嘴硬心软”#嘎嘎没烦恼 #积极又向上 #小孩哥,0分:0秒,38,0,4,0,0,7428984788821750000 ,,https://www.douyin.com/video/7428984788821750000
锦鲤🐟（拒绝连赞）,5831,2024/10/23 10:30,两个小孩哥🫶🏻,0分:2秒,7,0,5,0,0,7428792823517800000 ,,https://www.douyin.com/video/7428792823517800000
鬼,448,2024/10/23 22:41,万人呐喊我跳哥！ #带娃日常 #看看这小孩在干嘛,0分:0秒,7,0,1,0,0,7428981093270810000 ,,https://www.douyin.com/video/7428981093270810000
小孩哥.,403,2024/10/23 13:10,#舞蹈生 #进步一点点,0分:9秒,179,1,2,0,27,7428834121410950000 ,,https://www.douyin.com/video/7428834121410950000
。拉珍angel,2517,2024/10/23 12:47,#小孩哥小孩姐 。北风 北风变成了赛跑的小孩,0分:0秒,31,0,2,0,3,7428828165939710000 ,,https://www.douyin.com/video/7428828165939710000
小黄早日进组,120,2024/10/22 15:57,是我们真诚的小孩哥没错了🥹#黄俊捷,0分:0秒,1272,80,23,0,60,7428505979035110000 ,,https://www.douyin.com/video/7428505979035110000
睿睿麻麻,23255,2024/10/22 18:35,小孩哥受了多大的委屈哭成这样，这架势像奶奶还是像姥姥呢😋#看把这娃委屈成这样 #这孩子多少有点倔脾气 #萌娃的崩溃瞬间,0分:8秒,5212,896,394,50,4108,7428546622524570000 ,,https://www.douyin.com/video/7428546622524570000
小孩哥👩,118,2024/10/23 20:18,#自娱自乐自我调节 #自娱自乐乐在其中 #自玩自乐 @抖音小助手,0分:15秒,2,0,6,0,0,7428944372953090000 ,,https://www.douyin.com/video/7428944372953090000
🕸️💀🕸️,203,2024/10/23 23:18,全是郭双嘉#小孩哥头像 我的作品,0分:0秒,37,0,6,0,0,7428990729294280000 ,,https://www.douyin.com/video/7428990729294280000
桃小姐,172,2024/10/23 14:39,小孩哥,0分:0秒,19,0,8,0,2,7428856984008440000 ,,https://www.douyin.com/video/7428856984008440000
小粥,462,2024/10/24 9:36,善良得小孩哥 #dou上热门 #善良 #无价之宝#综艺节目 #感动,1分:3秒,253,7,8,0,51,7429149913994310000 ,,https://www.douyin.com/video/7429149913994310000
小狗来福,1325,2024/10/23 12:56,这是升还是降？表弟太想进步了#小孩哥#孩子你无敌了  #热评文案,0分:0秒,79,2,13,0,4,7428830557049490000 ,,https://www.douyin.com/video/7428830557049490000
小孩哥.,2554,2024/10/24 9:48,老天保佑...,0分:0秒,0,0,0,0,0,7429153000482000000 ,,https://www.douyin.com/video/7429153000482000000
小孩哥,149,2024/10/24 2:12,无法用文案来解释！来个会说的  #现实语录,0分:37秒,1,0,0,0,0,7429035045454690000 ,,https://www.douyin.com/video/7429035045454690000
六六娱乐,1221461,2024/10/23 19:21,我勒个小孩哥啊 #小学生 #小孩哥 #医学生 #娱乐评论大赏,0分:22秒,225,18,19,0,74,7428897777305910000 ,,https://www.douyin.com/video/7428897777305910000
是小长柏呀-,9093,2024/10/21 21:02,“笑口常开，好运自然来” 爱笑的小孩哥，就这样开心快乐的长大吧” #我的男孩 #记录童年#小孩的笑容是最治愈的,0分:0秒,159,2,29,0,7,7428213483759470000 ,,https://www.douyin.com/video/7428213483759470000
liberty,421,2024/10/24 5:23,小孩哥不要太强。#库巴西 #巴萨,0分:0秒,48,0,0,0,0,7429084389214040000 ,,https://www.douyin.com/video/7429084389214040000
小孩哥日记,0,2024/10/24 1:56,#聊天记录,0分:0秒,1,0,0,0,1,7429030979911630000 ,,https://www.douyin.com/video/7429030979911630000
汐້ ໌◌ꦿ࿐,540,2024/10/21 11:55,最牛小朋友#小朋友的世界 #小朋友的快乐就是如此简单,0分:27秒,15063,674,1815,185,19226,7428072563814740000 ,,https://www.douyin.com/video/7428072563814740000
闷骚男,156,2024/10/23 15:22,phx贝利亚。#这世界离不开小孩哥,0分:0秒,15,1,1,0,1,7428868095957120000 ,,https://www.douyin.com/video/7428868095957120000
敷敷宝,182,2024/10/23 15:22,我再也不乱加国服了。#王者荣耀 #王者 #小孩哥 #国服,0分:0秒,50,0,40,0,204,7428868032878980000 ,,https://www.douyin.com/video/7428868032878980000
小孩哥哥哥,81,2024/10/24 1:11,#一起打游戏 #王者荣耀,0分:0秒,2,0,1,0,1,7429019520276170000 ,,https://www.douyin.com/video/7429019520276170000
小孩哥,93,2024/10/24 7:37,不被定义 #失去你我不难过,0分:29秒,1,0,1,0,0,7429119456053360000 ,,https://www.douyin.com/video/7429119456053360000
好运营销号,43,2024/10/23 15:49,超绝小孩哥！ #看一遍笑一遍 #万万没想到 #可爱 #可爱到爆炸💥,0分:40秒,254,10,37,0,1240,7428874925689040000 ,,https://www.douyin.com/video/7428874925689040000
包头新闻网,589129,2024/10/24 8:27,小孩哥骑车楼梯极限下降迷倒万千路人 #小孩哥 #帅气出场 #极限挑战 #迷人,0分:14秒,44,6,2,0,5,7428926713628830000 ,包头新闻网官方账号,https://www.douyin.com/video/7428926713628830000
新华社电视,1738196,2024/10/22 13:31,小孩哥中的高手！感觉我小时候就是个憨憨！ #好好学习天天向上 #小学生  #小孩哥,0分:11秒,280,12,3,0,49,7428467927436820000 ,中国新华新闻电视网（CNC）官方账号,https://www.douyin.com/video/7428467927436820000
k is木,37,2024/10/23 11:11,#优质头像 #拿图主页 #男头 #crush头像 #小孩哥头像,0分:0秒,40,13,0,0,4,7428803515364950000 ,,https://www.douyin.com/video/7428803515364950000
小孩哥,26,2024/10/23 13:49,#记录装修过程 #装修避坑 #施工现场实拍 怎样才能少走弯路,0分:0秒,9,0,5,0,0,7428844076281220000 ,,https://www.douyin.com/video/7428844076281220000
睿睿麻麻,23256,2024/10/21 10:29,小孩哥圆了妈妈演容嬷嬷的梦#萌娃日常 #这孩子从小就是演技派 #有个高度配合的宝宝是种什么体验#软萌宝宝已上线,0分:12秒,26407,3275,2424,98,44151,7428050454656870000 ,,https://www.douyin.com/video/7428050454656870000
河南广播电视台民生频道,24036131,2024/10/22 19:34,10月21日，吉林，小孩哥的心碎时刻 球滚到马路中间 ，司机小心翼翼减速 没想到还是压扁了，司机：为了你的安全 这个锅我背了 来源@蓝桥春雪^ #小孩哥 #心碎时刻,0分:6秒,1678,210,27,3,110,7428561071545380000 ,河南广播电视台民生频道官方抖音号,https://www.douyin.com/video/7428561071545380000
Alex🦹‍♂️,27,2024/10/23 18:34,小孩哥我以为你在锻炼结果你在玩手机呢@#小孩哥 #这就是传说中的小孩哥吗,0分:10秒,106,1,46,0,35,7428917578518580000 ,,https://www.douyin.com/video/7428917578518580000
一个小孩哥,1,2024/10/23 21:47,#抽风 你们听什么,0分:15秒,0,0,0,0,0,7428967304865660000 ,,https://www.douyin.com/video/7428967304865660000
LDR🟡,1756,2024/10/23 12:45,roll起来。#小孩哥 #羊毛卷,0分:0秒,81,0,7,0,2,7428827579592820000 ,,https://www.douyin.com/video/7428827579592820000
小孩哥,2,2024/10/24 9:41,有一起的搭子吗，2点报国寺出发,0分:0秒,0,0,0,0,0,7429151348467240000 ,,https://www.douyin.com/video/7429151348467240000
小孩哥🏸,3638,2024/10/24 1:36,年轻人就应该买电车 反正也没那么早睡 还能冲最便宜的电#dou是好车,0分:0秒,14,1,2,0,0,7429026085620150000 ,,https://www.douyin.com/video/7429026085620150000
🍀Jerry,3554,2024/10/23 17:36,是哥哥接弟弟的一天呀🥳 #两位大哥 #小孩哥,0分:0秒,21,0,2,0,0,7428902609852860000 ,,https://www.douyin.com/video/7428902609852860000
小罗🦐,519,2024/10/23 11:40,和小孩哥当朋友的一天#被小孩子治愈的一天,0分:0秒,27,0,7,0,0,7428810897801410000 ,,https://www.douyin.com/video/7428810897801410000
吃个雪糕呀.,452,2024/10/23 17:57,理想中的儿子#酷酷的小孩哥 #阳光小男孩 #小屁孩越来越像那么回事了,0分:0秒,15,0,4,0,2,7428907996106720000 ,,https://www.douyin.com/video/7428907996106720000
柚子吖~,86,2024/10/23 14:50,今日份抓拍。#这条gai最靓的仔 #小孩哥,0分:0秒,25,0,18,0,0,7428859837699600000 ,,https://www.douyin.com/video/7428859837699600000
小孩哥,124,2024/10/23 0:09,以前我也热情过 后来才发现一文不值,0分:0秒,0,0,0,0,0,7428632770584330000 ,,https://www.douyin.com/video/7428632770584330000
小迪爱生活,845993,2024/10/23 23:06,#这就是传说中的小孩哥吗 #小孩哥困得太明显了 #有他自己的想法吧 #小屁孩的日常  小孩哥：迪迦赐予我力量 啊啊啊啊啊,0分:33秒,18,1,1,0,14,7428987629233780000 ,,https://www.douyin.com/video/7428987629233780000
图下生花花,8,2024/10/22 17:17,#小孩哥头像 #优质头像 #男头 #头像分享 #高质量头像,0分:0秒,119,23,16,0,12,7428526545775510000 ,,https://www.douyin.com/video/7428526545775510000
小孩哥,10,2024/10/23 20:20,,0分:21秒,0,0,0,0,3,7428944964555490000 ,,https://www.douyin.com/video/7428944964555490000
小孩哥他小姨～,13028,2024/10/22 11:03,可怕的从不是困难，可怕的是自己那颗没有战胜困难的心。#户外 #徒步 #五台山顺朝 #小孩哥,1分:10秒,1341,51,226,0,301,7428430253116110000 ,,https://www.douyin.com/video/7428430253116110000
落荒,43,2024/10/23 19:35,这种头像都是谁在用。#帅哥 #男头 #小孩哥头像,0分:0秒,25,7,1,0,1,7428933269070130000 ,,https://www.douyin.com/video/7428933269070130000
汣（蛋仔派对）,2348,2024/10/23 14:22,蛋仔派对超强小孩哥 在步行街遇到的超强小孩哥#韩国歌曲 #小孩哥 #蛋仔玩家精神状态 #蛋仔派对步行街 #满级小孩,8分:11秒,40,5,6,0,0,7428852556966670000 ,,https://www.douyin.com/video/7428852556966670000
林奕辰,626,2024/10/23 13:06,#小屁孩越来越像那么回事了 #酷酷的小孩哥,0分:0秒,18,0,6,0,0,7428833103516300000 ,,https://www.douyin.com/video/7428833103516300000
松鼠不吃姜,136475,2024/10/23 0:20,云南小孩哥能有多清醒？只要前往正义的路我都想走#崔思敏 #瞬间戳中泪点 #三生教育,0分:0秒,74,3,6,0,1,7428635405504850000 ,,https://www.douyin.com/video/7428635405504850000
小孩哥挺皮…实,817,2024/10/23 18:41,原来运镜这么难，老母亲拖后腿了哈#运镜菜鸟 #爱跳舞的小孩,0分:48秒,54,3,14,0,5,7428919489279820000 ,,https://www.douyin.com/video/7428919489279820000
云南日报,1156358,2024/10/22 10:32,音乐一响，脚杆就痒，小孩哥扛起音响就是跳。#有一种叫云南的生活    #美好生活在云南    #七彩云南样样好,0分:25秒,6088,159,293,41,17133,7428421634249210000 ,云南日报官方抖音号,https://www.douyin.com/video/7428421634249210000
小孩哥,93,2024/10/23 22:53,不被定义 #失去你我不难过,0分:29秒,1,0,1,0,0,7428984310755110000 ,,https://www.douyin.com/video/7428984310755110000
神秘的小孩哥（实力至上）,451,2024/10/24 6:08,交给我们吧#小孩哥 #一起打游戏,0分:4秒,2,0,0,0,0,7429096233072950000 ,,https://www.douyin.com/video/7429096233072950000
小胖虎吖🐯,2599,2024/10/23 14:24,酷爱挖机的小孩哥#日常vlog #我的男孩 #人类幼崽,0分:0秒,8,1,2,0,0,7428853210103740000 ,,https://www.douyin.com/video/7428853210103740000
小孩哥,47,2024/10/23 18:59,#夫妻#孩子家庭婚姻,0分:5秒,2,0,1,0,0,7428923967966050000 ,,https://www.douyin.com/video/7428923967966050000
来份鸡蛋灌饼,248,2024/10/21 21:38,火力全开的小孩哥#小孩哥 #小孩哥照片 @我有杀伤力,0分:0秒,23,2,2,0,23,7428222940207950000 ,,https://www.douyin.com/video/7428222940207950000
小拉条子,335,2024/10/23 21:10,小孩哥 🤭。#小屁孩越来越像那么回事了,0分:0秒,22,2,0,0,0,7428957837172280000 ,,https://www.douyin.com/video/7428957837172280000
星辰大海不及你,69,2024/10/23 18:54,小孩哥啊，小孩哥，从秋天啊哭到快冬天了，脸都哭皴了，你还不回来吗？我都要埋怨你了，你怎么忍心看我们这么难过呢？#念念不忘必有回响,0分:0秒,414,21,49,0,1,7428922776578290000 ,,https://www.douyin.com/video/7428922776578290000
小孩哥的妈,660,2024/10/23 21:49,我觉得我好丢人，那么多年的学白上了 我做不出来这道题#被逼疯的家长 #万万没想到,0分:0秒,0,0,4,0,0,7428967891204140000 ,,https://www.douyin.com/video/7428967891204140000
快乐的小孩哥,124,2024/10/23 19:23,如果有怪人破门而入，请务必不要下床！,4分:3秒,0,0,0,0,0,7428930300652080000 ,,https://www.douyin.com/video/7428930300652080000
泪_无痕,929,2024/10/24 9:02,弟弟太想进步了#小学生 #孩子你无敌了 #小孩哥,0分:8秒,99,1,11,0,86,7429141268631930000 ,,https://www.douyin.com/video/7429141268631930000
名字我還沒想好,567,2024/10/23 21:36,#我的小男孩 酷酷的小孩哥,0分:0秒,16,0,1,0,0,7428964381762890000 ,,https://www.douyin.com/video/7428964381762890000
小孩哥,5,2024/10/23 20:35,记录被母老虎强迫的第17天#日积月累 今天我很不开心😠在托管班和一位同学闹别扭，回到家还被母老虎凶了一顿，你们肯定能看出我不情愿的样子吧，就是她逼得，哼😶,2分:16秒,2,1,0,0,0,7428948832047660000 ,,https://www.douyin.com/video/7428948832047660000
浩然弟弟,12419,2024/10/22 18:46,好好好 话题终结者#童言童语 #精神状态belike #人类幼崽 #这世界离不开小孩哥,0分:4秒,24805,1154,4660,139,63441,7428549562593310000 ,,https://www.douyin.com/video/7428549562593310000
小孩哥,395592,2024/9/30 20:45,#腼腆男孩 #内向社恐 今天有事 明天早上更新,0分:0秒,32389,1605,1014,0,2204,7420416400864390000 ,,https://www.douyin.com/video/7420416400864390000
杰哥,343,2024/10/23 12:59,#酷酷的小孩哥,0分:0秒,19,0,2,0,0,7428831241547280000 ,,https://www.douyin.com/video/7428831241547280000
大海 蓝天 白云,522,2024/10/23 18:39,酷酷的小孩哥,0分:0秒,14,0,0,0,0,7428918908050080000 ,,https://www.douyin.com/video/7428918908050080000
逗趣影像,92,2024/10/23 19:28,#真实还原 #学生时代 #小孩哥 #视频来源于网络,0分:27秒,56,2,6,0,448,7428931575288540000 ,,https://www.douyin.com/video/7428931575288540000
我是小孩哥,40,2024/10/23 16:07,#认识了十多年的女孩子终于可以公开了,0分:0秒,7,0,2,0,0,7428879597782970000 ,,https://www.douyin.com/video/7428879597782970000
阿瑟纪录片传奇,25,2024/10/23 21:06,热水太烫我不敢碰，人心太凉，我不敢摸#大型纪录片 #小孩哥名场面 #熊孩子搞笑日常 #万万没想到,0分:58秒,175,12,22,0,908,7428956611630070000 ,,https://www.douyin.com/video/7428956611630070000
马明骏,20348,2024/10/23 17:09,小孩哥你有病啊 #小孩哥 #随拍 #路人视角,0分:8秒,301,1,30,0,68,7428895551111920000 ,,https://www.douyin.com/video/7428895551111920000
冰糖胡芦,1031,2024/10/23 19:38,#酷酷的小孩哥,0分:0秒,16,0,6,0,0,7428933967077700000 ,,https://www.douyin.com/video/7428933967077700000
306,644,2024/10/23 19:57,#小孩哥头像 #动漫男头 #值得你长期不换的头像 #动漫男生头像 #男头,0分:0秒,70,8,3,0,11,7428938830616590000 ,,https://www.douyin.com/video/7428938830616590000
